ASD UPWINS base_fname,comment,datetime_readable,category,sub-category,genus,species,principal_part,growth_stage,health,location,DateTimeUniqueIdentifier,Instrument #,ASD base_fname
UPWINS_Iva_frutescens_CS_RE_H_20231206_101121.asd,,2023-12-06 10:11:21,target_vegetation,shrub,Iva,frutescens,CS,RE,H,NA,20231206_101121,19089,Iva_frutescens_CS_RE_H00001.asd
UPWINS_Iva_frutescens_CS_RE_H_20231206_101123.asd,,2023-12-06 10:11:23,target_vegetation,shrub,Iva,frutescens,CS,RE,H,NA,20231206_101123,19089,Iva_frutescens_CS_RE_H00002.asd
UPWINS_Iva_frutescens_CS_RE_H_20231206_101213.asd,,2023-12-06 10:12:13,target_vegetation,shrub,Iva,frutescens,CS,RE,H,NA,20231206_101213,19089,Iva_frutescens_CS_RE_H00003.asd
UPWINS_Iva_frutescens_CS_RE_H_20231206_101215.asd,,2023-12-06 10:12:15,target_vegetation,shrub,Iva,frutescens,CS,RE,H,NA,20231206_101215,19089,Iva_frutescens_CS_RE_H00004.asd
UPWINS_Iva_frutescens_CS_RE_H_20231206_101216.asd,,2023-12-06 10:12:16,target_vegetation,shrub,Iva,frutescens,CS,RE,H,NA,20231206_101216,19089,Iva_frutescens_CS_RE_H00005.asd
UPWINS_Iva_frutescens_CS_RE_H_20231206_101243.asd,,2023-12-06 10:12:43,target_vegetation,shrub,Iva,frutescens,CS,RE,H,NA,20231206_101243,19089,Iva_frutescens_CS_RE_H00006.asd
UPWINS_Iva_frutescens_CS_RE_H_20231206_101245.asd,,2023-12-06 10:12:45,target_vegetation,shrub,Iva,frutescens,CS,RE,H,NA,20231206_101245,19089,Iva_frutescens_CS_RE_H00007.asd
UPWINS_Iva_frutescens_CS_RE_H_20231206_101246.asd,,2023-12-06 10:12:46,target_vegetation,shrub,Iva,frutescens,CS,RE,H,NA,20231206_101246,19089,Iva_frutescens_CS_RE_H00008.asd
UPWINS_Iva_frutescens_L_RE_H_20231227_111010.asd,,2023-12-27 11:10:10,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20231227_111010,19089,Iva_frutescens_L_RE_H00000.asd
UPWINS_Iva_frutescens_L_RE_H_20231227_111011.asd,,2023-12-27 11:10:11,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20231227_111011,19089,Iva_frutescens_L_RE_H00001.asd
UPWINS_Iva_frutescens_L_RE_H_20231227_111013.asd,,2023-12-27 11:10:13,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20231227_111013,19089,Iva_frutescens_L_RE_H00002.asd
UPWINS_Iva_frutescens_L_RE_H_20231227_111055.asd,,2023-12-27 11:10:55,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20231227_111055,19089,Iva_frutescens_L_RE_H00003.asd
UPWINS_Iva_frutescens_L_RE_H_20231227_111056.asd,,2023-12-27 11:10:56,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20231227_111056,19089,Iva_frutescens_L_RE_H00004.asd
UPWINS_Iva_frutescens_L_RE_H_20231227_111058.asd,,2023-12-27 11:10:58,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20231227_111058,19089,Iva_frutescens_L_RE_H00005.asd
UPWINS_Iva_frutescens_L_RE_H_20231227_111115.asd,,2023-12-27 11:11:15,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20231227_111115,19089,Iva_frutescens_L_RE_H00006.asd
UPWINS_Iva_frutescens_L_RE_H_20231227_111117.asd,,2023-12-27 11:11:17,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20231227_111117,19089,Iva_frutescens_L_RE_H00007.asd
UPWINS_Iva_frutescens_L_RE_H_20231227_111119.asd,,2023-12-27 11:11:19,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20231227_111119,19089,Iva_frutescens_L_RE_H00008.asd
UPWINS_Iva_frutescens_L_RE_H_20231227_111141.asd,,2023-12-27 11:11:41,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20231227_111141,19089,Iva_frutescens_L_RE_H00009.asd
UPWINS_Iva_frutescens_L_RE_H_20231227_111143.asd,,2023-12-27 11:11:43,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20231227_111143,19089,Iva_frutescens_L_RE_H00010.asd
UPWINS_Iva_frutescens_L_RE_H_20231227_111144.asd,,2023-12-27 11:11:44,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20231227_111144,19089,Iva_frutescens_L_RE_H00011.asd
UPWINS_Iva_frutescens_L_RE_H_20240103_102529.asd,,2024-01-03 10:25:29,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20240103_102529,19089,Iva_frutescens_L_RE_H00000.asd
UPWINS_Iva_frutescens_L_RE_H_20240103_102532.asd,,2024-01-03 10:25:32,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20240103_102532,19089,Iva_frutescens_L_RE_H00001.asd
UPWINS_Iva_frutescens_L_RE_H_20240103_102533.asd,,2024-01-03 10:25:33,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20240103_102533,19089,Iva_frutescens_L_RE_H00002.asd
UPWINS_Iva_frutescens_L_RE_H_20240103_102626.asd,,2024-01-03 10:26:26,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20240103_102626,19089,Iva_frutescens_L_RE_H00003.asd
UPWINS_Iva_frutescens_L_RE_H_20240103_102628.asd,,2024-01-03 10:26:28,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20240103_102628,19089,Iva_frutescens_L_RE_H00004.asd
UPWINS_Iva_frutescens_L_RE_H_20240103_102629.asd,,2024-01-03 10:26:29,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20240103_102629,19089,Iva_frutescens_L_RE_H00005.asd
UPWINS_Iva_frutescens_L_RE_H_20240103_102724.asd,,2024-01-03 10:27:24,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20240103_102724,19089,Iva_frutescens_L_RE_H00006.asd
UPWINS_Iva_frutescens_L_RE_H_20240103_102726.asd,,2024-01-03 10:27:26,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20240103_102726,19089,Iva_frutescens_L_RE_H00007.asd
UPWINS_Iva_frutescens_L_RE_H_20240103_102727.asd,,2024-01-03 10:27:27,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20240103_102727,19089,Iva_frutescens_L_RE_H00008.asd
UPWINS_Iva_frutescens_L_RE_LLRZ_20240103_103008.asd,,2024-01-03 10:30:08,target_vegetation,shrub,Iva,frutescens,L,RE,LLRZ,NA,20240103_103008,19089,Iva_frutescens_L_RE_LLRZ00000.asd
UPWINS_Iva_frutescens_L_RE_LLRZ_20240103_103010.asd,,2024-01-03 10:30:10,target_vegetation,shrub,Iva,frutescens,L,RE,LLRZ,NA,20240103_103010,19089,Iva_frutescens_L_RE_LLRZ00001.asd
UPWINS_Iva_frutescens_L_RE_LLRZ_20240103_103011.asd,,2024-01-03 10:30:11,target_vegetation,shrub,Iva,frutescens,L,RE,LLRZ,NA,20240103_103011,19089,Iva_frutescens_L_RE_LLRZ00002.asd
UPWINS_Iva_frutescens_L_RE_LLRZ_20240103_103042.asd,,2024-01-03 10:30:42,target_vegetation,shrub,Iva,frutescens,L,RE,LLRZ,NA,20240103_103042,19089,Iva_frutescens_L_RE_LLRZ00003.asd
UPWINS_Iva_frutescens_L_RE_LLRZ_20240103_103044.asd,,2024-01-03 10:30:44,target_vegetation,shrub,Iva,frutescens,L,RE,LLRZ,NA,20240103_103044,19089,Iva_frutescens_L_RE_LLRZ00004.asd
UPWINS_Iva_frutescens_L_RE_LLRZ_20240103_103045.asd,,2024-01-03 10:30:45,target_vegetation,shrub,Iva,frutescens,L,RE,LLRZ,NA,20240103_103045,19089,Iva_frutescens_L_RE_LLRZ00005.asd
UPWINS_Iva_frutescens_L_RE_H_20240103_103158.asd,,2024-01-03 10:31:58,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20240103_103158,19089,Iva_frutescens_L_RE_H00009.asd
UPWINS_Iva_frutescens_L_RE_LLRZ_20240110_141803.asd,,2024-01-10 14:18:03,target_vegetation,shrub,Iva,frutescens,L,RE,LLRZ,NA,20240110_141803,19089,Iva_frutescens_L_RE_LLRZ00000.asd
UPWINS_Iva_frutescens_L_RE_LLRZ_20240110_141805.asd,,2024-01-10 14:18:05,target_vegetation,shrub,Iva,frutescens,L,RE,LLRZ,NA,20240110_141805,19089,Iva_frutescens_L_RE_LLRZ00001.asd
UPWINS_Iva_frutescens_L_RE_LLRZ_20240110_141806.asd,,2024-01-10 14:18:06,target_vegetation,shrub,Iva,frutescens,L,RE,LLRZ,NA,20240110_141806,19089,Iva_frutescens_L_RE_LLRZ00002.asd
UPWINS_Iva_frutescens_L_RE_LLRZ_20240110_141839.asd,,2024-01-10 14:18:39,target_vegetation,shrub,Iva,frutescens,L,RE,LLRZ,NA,20240110_141839,19089,Iva_frutescens_L_RE_LLRZ00003.asd
UPWINS_Iva_frutescens_L_RE_LLRZ_20240110_141840.asd,,2024-01-10 14:18:40,target_vegetation,shrub,Iva,frutescens,L,RE,LLRZ,NA,20240110_141840,19089,Iva_frutescens_L_RE_LLRZ00004.asd
UPWINS_Iva_frutescens_L_RE_LLRZ_20240110_141842.asd,,2024-01-10 14:18:42,target_vegetation,shrub,Iva,frutescens,L,RE,LLRZ,NA,20240110_141842,19089,Iva_frutescens_L_RE_LLRZ00005.asd
UPWINS_Iva_frutescens_L_RE_LLRZ_20240110_141937.asd,,2024-01-10 14:19:37,target_vegetation,shrub,Iva,frutescens,L,RE,LLRZ,NA,20240110_141937,19089,Iva_frutescens_L_RE_LLRZ00006.asd
UPWINS_Iva_frutescens_L_RE_LLRZ_20240110_141939.asd,,2024-01-10 14:19:39,target_vegetation,shrub,Iva,frutescens,L,RE,LLRZ,NA,20240110_141939,19089,Iva_frutescens_L_RE_LLRZ00007.asd
UPWINS_Iva_frutescens_L_RE_LLRZ_20240110_141940.asd,,2024-01-10 14:19:40,target_vegetation,shrub,Iva,frutescens,L,RE,LLRZ,NA,20240110_141940,19089,Iva_frutescens_L_RE_LLRZ00008.asd
UPWINS_Iva_frutescens_L_RE_LLRZ_20240110_141958.asd,,2024-01-10 14:19:58,target_vegetation,shrub,Iva,frutescens,L,RE,LLRZ,NA,20240110_141958,19089,Iva_frutescens_L_RE_LLRZ00009.asd
UPWINS_Iva_frutescens_L_RE_LLRZ_20240110_142000.asd,,2024-01-10 14:20:00,target_vegetation,shrub,Iva,frutescens,L,RE,LLRZ,NA,20240110_142000,19089,Iva_frutescens_L_RE_LLRZ00010.asd
UPWINS_Iva_frutescens_L_RE_LLRZ_20240110_142001.asd,,2024-01-10 14:20:01,target_vegetation,shrub,Iva,frutescens,L,RE,LLRZ,NA,20240110_142001,19089,Iva_frutescens_L_RE_LLRZ00011.asd
UPWINS_Iva_frutescens_L_RE_H_20240110_142228.asd,,2024-01-10 14:22:28,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20240110_142228,19089,Iva_frutescens_L_RE_H00000.asd
UPWINS_Iva_frutescens_L_RE_H_20240110_142230.asd,,2024-01-10 14:22:30,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20240110_142230,19089,Iva_frutescens_L_RE_H00001.asd
UPWINS_Iva_frutescens_L_RE_H_20240110_142231.asd,,2024-01-10 14:22:31,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20240110_142231,19089,Iva_frutescens_L_RE_H00002.asd
UPWINS_Iva_frutescens_L_RE_H_20240110_142255.asd,,2024-01-10 14:22:55,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20240110_142255,19089,Iva_frutescens_L_RE_H00003.asd
UPWINS_Iva_frutescens_L_RE_H_20240110_142257.asd,,2024-01-10 14:22:57,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20240110_142257,19089,Iva_frutescens_L_RE_H00004.asd
UPWINS_Iva_frutescens_L_RE_H_20240110_142258.asd,,2024-01-10 14:22:58,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20240110_142258,19089,Iva_frutescens_L_RE_H00005.asd
UPWINS_Iva_frutescens_L_RE_H_20240110_142312.asd,,2024-01-10 14:23:12,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20240110_142312,19089,Iva_frutescens_L_RE_H00006.asd
UPWINS_Iva_frutescens_L_RE_H_20240110_142313.asd,,2024-01-10 14:23:13,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20240110_142313,19089,Iva_frutescens_L_RE_H00007.asd
UPWINS_Iva_frutescens_L_RE_H_20240110_142315.asd,,2024-01-10 14:23:15,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20240110_142315,19089,Iva_frutescens_L_RE_H00008.asd
UPWINS_Iva_frutescens_L_RE_H_20240110_142525.asd,,2024-01-10 14:25:25,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20240110_142525,19089,Iva_frutescens_L_RE_H00009.asd
UPWINS_Iva_frutescens_L_RE_H_20240110_142526.asd,,2024-01-10 14:25:26,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20240110_142526,19089,Iva_frutescens_L_RE_H00010.asd
UPWINS_Iva_frutescens_L_RE_H_20240110_142528.asd,,2024-01-10 14:25:28,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20240110_142528,19089,Iva_frutescens_L_RE_H00011.asd
UPWINS_Iva_frutescens_L_RE_H_20240208_135322.asd,,2024-02-08 13:53:22,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20240208_135322,19089,Iva_frutescens_L_RE_H00000.asd
UPWINS_Iva_frutescens_L_RE_H_20240208_135335.asd,,2024-02-08 13:53:35,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20240208_135335,19089,Iva_frutescens_L_RE_H00001.asd
UPWINS_Iva_frutescens_L_RE_H_20240208_135351.asd,,2024-02-08 13:53:51,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20240208_135351,19089,Iva_frutescens_L_RE_H00002.asd
UPWINS_Iva_frutescens_L_RE_H_20240208_135420.asd,,2024-02-08 13:54:20,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20240208_135420,19089,Iva_frutescens_L_RE_H00003.asd
UPWINS_Iva_frutescens_L_RE_H_20240208_135445.asd,,2024-02-08 13:54:45,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20240208_135445,19089,Iva_frutescens_L_RE_S100000.asd
UPWINS_Iva_frutescens_L_RE_H_20240208_135513.asd,,2024-02-08 13:55:13,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20240208_135513,19089,Iva_frutescens_L_RE_S100001.asd
UPWINS_Iva_frutescens_L_RE_H_20240208_135552.asd,,2024-02-08 13:55:52,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20240208_135552,19089,Iva_frutescens_L_RE_H00004.asd
UPWINS_Iva_frutescens_L_RE_H_20240208_135607.asd,,2024-02-08 13:56:07,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20240208_135607,19089,Iva_frutescens_L_RE_H00005.asd
UPWINS_Iva_frutescens_L_RE_H_20240208_135824.asd,,2024-02-08 13:58:24,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20240208_135824,19089,Iva_frutescens_L_RE_S100002.asd
UPWINS_Iva_frutescens_L_RE_H_20240208_135842.asd,,2024-02-08 13:58:42,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20240208_135842,19089,Iva_frutescens_L_RE_S100003.asd
UPWINS_Iva_frutescens_L_RE_H_20240208_135905.asd,,2024-02-08 13:59:05,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20240208_135905,19089,Iva_frutescens_L_RE_S100004.asd
UPWINS_Iva_frutescens_L_RE_H_20240208_135924.asd,,2024-02-08 13:59:24,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20240208_135924,19089,Iva_frutescens_L_RE_S100005.asd
UPWINS_Iva_frutescens_L_RE_H_20240221_131058.asd,co-collect with headwall nano,2024-02-21 13:10:58,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20240221_131058,19089,Iva_frutescens_L_RE_H00000.asd
UPWINS_Iva_frutescens_L_RE_H_20240221_131130.asd,co-collect with headwall nano,2024-02-21 13:11:30,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20240221_131130,19089,Iva_frutescens_L_RE_H00001.asd
UPWINS_Iva_frutescens_L_RE_H_20240221_131144.asd,co-collect with headwall nano,2024-02-21 13:11:44,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20240221_131144,19089,Iva_frutescens_L_RE_H00002.asd
UPWINS_Iva_frutescens_L_RE_H_20240221_131219.asd,co-collect with headwall nano,2024-02-21 13:12:19,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20240221_131219,19089,Iva_frutescens_L_RE_W00000.asd
UPWINS_Iva_frutescens_L_RE_H_20240221_131243.asd,co-collect with headwall nano,2024-02-21 13:12:43,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20240221_131243,19089,Iva_frutescens_L_RE_W00001.asd
UPWINS_Iva_frutescens_L_RE_H_20240221_134652.asd,co-collect with headwall nano,2024-02-21 13:46:52,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20240221_134652,19089,Iva_frutescense_L_RE_H00000.asd
UPWINS_Iva_frutescens_L_RE_H_20240221_134705.asd,co-collect with headwall nano,2024-02-21 13:47:05,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20240221_134705,19089,Iva_frutescense_L_RE_H00001.asd
UPWINS_Iva_frutescens_L_RE_H_20240221_134727.asd,co-collect with headwall nano,2024-02-21 13:47:27,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20240221_134727,19089,Iva_frutescense_L_RE_H00002.asd
UPWINS_Iva_frutescens_L_RE_H_20240221_134755.asd,co-collect with headwall nano,2024-02-21 13:47:55,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20240221_134755,19089,Iva_frutescense_L_RE_H00003.asd
UPWINS_Iva_frutescens_S_RE_S_20240221_134828.asd,co-collect with headwall nano,2024-02-21 13:48:28,target_vegetation,shrub,Iva,frutescens,S,RE,S,NA,20240221_134828,19089,Iva_frutescense_S_RE_H00000.asd
UPWINS_Iva_frutescens_S_RE_S_20240221_134851.asd,co-collect with headwall nano,2024-02-21 13:48:51,target_vegetation,shrub,Iva,frutescens,S,RE,S,NA,20240221_134851,19089,Iva_frutescense_S_RE_H00001.asd
UPWINS_Iva_frutescens_S_RE_S_20240221_134919.asd,co-collect with headwall nano,2024-02-21 13:49:19,target_vegetation,shrub,Iva,frutescens,S,RE,S,NA,20240221_134919,19089,Iva_frutescense_S_RE_W00000.asd
UPWINS_Iva_frutescens_L_RE_H_20240308_140005.asd,,2024-03-08 14:00:05,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20240308_140005,19089,Iva_frutescens_L_RE_H00000.asd
UPWINS_Iva_frutescens_L_RE_H_20240308_140015.asd,,2024-03-08 14:00:15,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20240308_140015,19089,Iva_frutescens_L_RE_H00001.asd
UPWINS_Iva_frutescens_L_RE_H_20240308_140031.asd,,2024-03-08 14:00:31,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20240308_140031,19089,Iva_frutescens_L_RE_H00002.asd
UPWINS_Iva_frutescens_L_RE_H_20240308_140048.asd,,2024-03-08 14:00:48,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20240308_140048,19089,Iva_frutescens_L_RE_H00003.asd
UPWINS_Iva_frutescens_L_RE_H_20240308_140100.asd,,2024-03-08 14:01:00,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20240308_140100,19089,Iva_frutescens_L_RE_H00004.asd
UPWINS_Iva_frutescens_L_RE_H_20240308_140111.asd,,2024-03-08 14:01:11,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20240308_140111,19089,Iva_frutescens_L_RE_H00005.asd
UPWINS_Iva_frutescens_L_RE_H_20240308_140124.asd,,2024-03-08 14:01:24,target_vegetation,shrub,Iva,frutescens,L,RE,H,NA,20240308_140124,19089,Iva_frutescens_L_RE_H00006.asd
UPWINS_Ilex_vomitoria_L_NA_H_20231016_113617.asd,control_F,2023-10-16 11:36:17,target_vegetation,evergreen shrub,Ilex,vomitoria,L,NA,H,NA,20231016_113617,19089,IlexVomitoria_leaf00000.asd
UPWINS_Ilex_vomitoria_L_NA_H_20231016_113619.asd,control_F,2023-10-16 11:36:19,target_vegetation,evergreen shrub,Ilex,vomitoria,L,NA,H,NA,20231016_113619,19089,IlexVomitoria_leaf00001.asd
UPWINS_Ilex_vomitoria_L_NA_H_20231016_113620.asd,control_F,2023-10-16 11:36:20,target_vegetation,evergreen shrub,Ilex,vomitoria,L,NA,H,NA,20231016_113620,19089,IlexVomitoria_leaf00002.asd
UPWINS_Ilex_vomitoria_L_NA_H_20231016_113658.asd,control_F,2023-10-16 11:36:58,target_vegetation,evergreen shrub,Ilex,vomitoria,L,NA,H,NA,20231016_113658,19089,IlexVomitoria_leaf00003.asd
UPWINS_Ilex_vomitoria_L_NA_H_20231016_113659.asd,control_F,2023-10-16 11:36:59,target_vegetation,evergreen shrub,Ilex,vomitoria,L,NA,H,NA,20231016_113659,19089,IlexVomitoria_leaf00004.asd
UPWINS_Ilex_vomitoria_L_NA_H_20231016_113701.asd,control_F,2023-10-16 11:37:01,target_vegetation,evergreen shrub,Ilex,vomitoria,L,NA,H,NA,20231016_113701,19089,IlexVomitoria_leaf00005.asd
UPWINS_Ilex_vomitoria_St_NA_H_20231016_113831.asd,control_F,2023-10-16 11:38:31,target_vegetation,evergreen shrub,Ilex,vomitoria,St,NA,H,NA,20231016_113831,19089,IlexVomitoria_bark00000.asd
UPWINS_Ilex_vomitoria_St_NA_H_20231016_113833.asd,control_F,2023-10-16 11:38:33,target_vegetation,evergreen shrub,Ilex,vomitoria,St,NA,H,NA,20231016_113833,19089,IlexVomitoria_bark00001.asd
UPWINS_Ilex_vomitoria_St_NA_H_20231016_113835.asd,control_F,2023-10-16 11:38:35,target_vegetation,evergreen shrub,Ilex,vomitoria,St,NA,H,NA,20231016_113835,19089,IlexVomitoria_bark00002.asd
UPWINS_Ilex_vomitoria_MX_NA_H_20231016_113909.asd,control_F,2023-10-16 11:39:09,target_vegetation,evergreen shrub,Ilex,vomitoria,MX,NA,H,NA,20231016_113909,19089,IlexVomitoria_mix00000.asd
UPWINS_Ilex_vomitoria_MX_NA_H_20231016_113910.asd,control_F,2023-10-16 11:39:10,target_vegetation,evergreen shrub,Ilex,vomitoria,MX,NA,H,NA,20231016_113910,19089,IlexVomitoria_mix00001.asd
UPWINS_Ilex_vomitoria_MX_NA_H_20231016_113912.asd,control_F,2023-10-16 11:39:12,target_vegetation,evergreen shrub,Ilex,vomitoria,MX,NA,H,NA,20231016_113912,19089,IlexVomitoria_mix00002.asd
UPWINS_Ilex_vomitoria_MX_NA_H_20231016_113935.asd,control_F,2023-10-16 11:39:35,target_vegetation,evergreen shrub,Ilex,vomitoria,MX,NA,H,NA,20231016_113935,19089,IlexVomitoria_mix00003.asd
UPWINS_Ilex_vomitoria_MX_NA_H_20231016_113936.asd,control_F,2023-10-16 11:39:36,target_vegetation,evergreen shrub,Ilex,vomitoria,MX,NA,H,NA,20231016_113936,19089,IlexVomitoria_mix00004.asd
UPWINS_Ilex_vomitoria_MX_NA_H_20231016_113938.asd,control_F,2023-10-16 11:39:38,target_vegetation,evergreen shrub,Ilex,vomitoria,MX,NA,H,NA,20231016_113938,19089,IlexVomitoria_mix00005.asd
UPWINS_Ilex_vomitoria_MX_NA_H_20231016_114005.asd,control_F,2023-10-16 11:40:05,target_vegetation,evergreen shrub,Ilex,vomitoria,MX,NA,H,NA,20231016_114005,19089,IlexVomitoria_mix00006.asd
UPWINS_Ilex_vomitoria_MX_NA_H_20231016_114007.asd,control_F,2023-10-16 11:40:07,target_vegetation,evergreen shrub,Ilex,vomitoria,MX,NA,H,NA,20231016_114007,19089,IlexVomitoria_mix00007.asd
UPWINS_Ilex_vomitoria_MX_NA_H_20231016_114008.asd,control_F,2023-10-16 11:40:08,target_vegetation,evergreen shrub,Ilex,vomitoria,MX,NA,H,NA,20231016_114008,19089,IlexVomitoria_mix00008.asd
UPWINS_Ilex_vomitoria_MX_NA_H_20231016_114045.asd,control_M,2023-10-16 11:40:45,target_vegetation,evergreen shrub,Ilex,vomitoria,MX,NA,H,NA,20231016_114045,19089,IlexVomitoria_mix00009.asd
UPWINS_Ilex_vomitoria_MX_NA_H_20231016_114046.asd,control_M,2023-10-16 11:40:46,target_vegetation,evergreen shrub,Ilex,vomitoria,MX,NA,H,NA,20231016_114046,19089,IlexVomitoria_mix00010.asd
UPWINS_Ilex_vomitoria_MX_NA_H_20231016_114048.asd,control_M,2023-10-16 11:40:48,target_vegetation,evergreen shrub,Ilex,vomitoria,MX,NA,H,NA,20231016_114048,19089,IlexVomitoria_mix00011.asd
UPWINS_Ilex_vomitoria_MX_NA_H_20231016_114108.asd,control_M,2023-10-16 11:41:08,target_vegetation,evergreen shrub,Ilex,vomitoria,MX,NA,H,NA,20231016_114108,19089,IlexVomitoria_mix00012.asd
UPWINS_Ilex_vomitoria_MX_NA_H_20231016_114109.asd,control_M,2023-10-16 11:41:09,target_vegetation,evergreen shrub,Ilex,vomitoria,MX,NA,H,NA,20231016_114109,19089,IlexVomitoria_mix00013.asd
UPWINS_Ilex_vomitoria_MX_NA_H_20231016_114111.asd,control_M,2023-10-16 11:41:11,target_vegetation,evergreen shrub,Ilex,vomitoria,MX,NA,H,NA,20231016_114111,19089,IlexVomitoria_mix00014.asd
UPWINS_Ilex_vomitoria_MX_NA_H_20231016_114233.asd,control_F_nonwaxyCuticle,2023-10-16 11:42:33,target_vegetation,evergreen shrub,Ilex,vomitoria,MX,NA,H,NA,20231016_114233,19089,IlexVomitoria_mix00015.asd
UPWINS_Ilex_vomitoria_MX_NA_H_20231016_114235.asd,control_F_nonwaxyCuticle,2023-10-16 11:42:35,target_vegetation,evergreen shrub,Ilex,vomitoria,MX,NA,H,NA,20231016_114235,19089,IlexVomitoria_mix00016.asd
UPWINS_Ilex_vomitoria_MX_NA_H_20231016_114236.asd,control_F_nonwaxyCuticle,2023-10-16 11:42:36,target_vegetation,evergreen shrub,Ilex,vomitoria,MX,NA,H,NA,20231016_114236,19089,IlexVomitoria_mix00017.asd
UPWINS_Ilex_vomitoria_MX_NA_H_20231025_073247.asd,female,2023-10-25 07:32:47,target_vegetation,evergreen shrub,Ilex,vomitoria,MX,NA,H,NA,20231025_073247,19089,Ilex_vomitoria_mix00000.asd
UPWINS_Ilex_vomitoria_MX_NA_H_20231025_073248.asd,female,2023-10-25 07:32:48,target_vegetation,evergreen shrub,Ilex,vomitoria,MX,NA,H,NA,20231025_073248,19089,Ilex_vomitoria_mix00001.asd
UPWINS_Ilex_vomitoria_MX_NA_H_20231025_073250.asd,female,2023-10-25 07:32:50,target_vegetation,evergreen shrub,Ilex,vomitoria,MX,NA,H,NA,20231025_073250,19089,Ilex_vomitoria_mix00002.asd
UPWINS_Ilex_vomitoria_L_NA_H_20231025_073540.asd,female,2023-10-25 07:35:40,target_vegetation,evergreen shrub,Ilex,vomitoria,L,NA,H,NA,20231025_073540,19089,Ilex_vomitoria_leaf_top00000.asd
UPWINS_Ilex_vomitoria_L_NA_H_20231025_073541.asd,female,2023-10-25 07:35:41,target_vegetation,evergreen shrub,Ilex,vomitoria,L,NA,H,NA,20231025_073541,19089,Ilex_vomitoria_leaf_top00001.asd
